symbol	name	chrom	start	end	strand
OR5C1	olfactory receptor family 5 subfamily C member 1	chr9	122788933	122789895	+
PDCL	phosducin like	chr9	122798389	122828604	-
OR1K1	olfactory receptor family 1 subfamily K member 1	chr9	122800123	122801073	+
RC3H2	ring finger and CCCH-type domains 2	chr9	122844556	122905513	-
ZBTB6	zinc finger and BTB domain containing 6	chr9	122908053	122913323	-
ZBTB26	zinc finger and BTB domain containing 26	chr9	122915566	122931565	-
RABGAP1	RAB GTPase activating protein 1	chr9	122940833	123104869	+
GPR21	G protein-coupled receptor 21	chr9	123033667	123035665	+
STRBP	spermatid perinuclear RNA binding protein	chr9	123109500	123269102	-
CRB2	crumbs cell polarity complex component 2	chr9	123356170	123380324	+
DENND1A	DENN domain containing 1A	chr9	123379648	123930152	-
LHX2	LIM homeobox 2	chr9	124001670	124033301	+
NEK6	NIMA related kinase 6	chr9	124257606	124353307	+
PSMB7	proteasome 20S subunit beta 7	chr9	124352999	124415476	-
ADGRD2	adhesion G protein-coupled receptor D2	chr9	124450451	124478589	+
NR5A1	nuclear receptor subfamily 5 group A member 1	chr9	124481231	124507444	-
NR6A1	nuclear receptor subfamily 6 group A member 1	chr9	124517275	124771311	-
OLFML2A	olfactomedin like 2A	chr9	124777122	124814885	+
WDR38	WD repeat domain 38	chr9	124853266	124859132	+
RPL35	ribosomal protein L35	chr9	124857873	124862017	-
ARPC5L	actin related protein 2/3 complex subunit 5 like	chr9	124862130	124877733	+
GOLGA1	golgin A1	chr9	124878275	124948492	-
SCAI	suppressor of cancer cell invasion	chr9	124942608	125143528	-
PPP6C	protein phosphatase 6 catalytic subunit	chr9	125146573	125189939	-
RABEPK	Rab9 effector protein with kelch motifs	chr9	125200538	125234161	+
HSPA5	heat shock protein family A (Hsp70) member 5	chr9	125234853	125241382	-
GAPVD1	GTPase activating protein and VPS9 domains 1	chr9	125261780	125367207	+
MAPKAP1	MAPK associated protein 1	chr9	125437393	125707266	-
PBX3	PBX homeobox 3	chr9	125746737	125967377	+
MVB12B	multivesicular body subunit 12B	chr9	126326815	126507041	+
LMX1B	LIM homeobox transcription factor 1 beta	chr9	126613928	126701032	+
ZBTB43	zinc finger and BTB domain containing 43	chr9	126804988	126838210	+
ZBTB34	zinc finger and BTB domain containing 34	chr9	126860632	126885878	+
RALGPS1	Ral GEF with PH domain and SH3 binding motif 1	chr9	126914774	127223166	+
ANGPTL2	angiopoietin like 2	chr9	127087348	127122645	-
GARNL3	GTPase activating Rap/RanGAP domain like 3	chr9	127224265	127393660	+
SLC2A8	solute carrier family 2 member 8	chr9	127397138	127408424	+
ZNF79	zinc finger protein 79	chr9	127424374	127449728	+
RPL12	ribosomal protein L12	chr9	127447422	127451446	-
LRSAM1	leucine rich repeat and sterile alpha motif containing 1	chr9	127451469	127503503	+
NIBAN2	niban apoptosis regulator 2	chr9	127505339	127578989	-
STXBP1	syntaxin binding protein 1	chr9	127579370	127696027	+
PTRH1	peptidyl-tRNA hydrolase 1 homolog	chr9	127690348	127724873	-
CFAP157	cilia and flagella associated protein 157	chr9	127706988	127716002	+
TTC16	tetratricopeptide repeat domain 16	chr9	127716079	127731590	+
TOR2A	torsin family 2 member A	chr9	127731516	127735355	-
SH2D3C	SH2 domain containing 3C	chr9	127738317	127778727	-
CDK9	cyclin dependent kinase 9	chr9	127785679	127790792	+
FPGS	folylpolyglutamate synthase	chr9	127794597	127814494	+
ENG	endoglin	chr9	127811130	127855232	-
AK1	adenylate kinase 1	chr9	127866486	127878558	-
ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	chr9	127885321	127906616	-
ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	chr9	127907876	127917055	-
PIP5KL1	phosphatidylinositol-4-phosphate 5-kinase like 1	chr9	127920881	127930785	-
DPM2	dolichyl-phosphate mannosyltransferase subunit 2, regulatory	chr9	127935090	127937866	-
EEIG1	estrogen-induced osteoclastogenesis regulator 1	chr9	127940582	127981068	-
NAIF1	nuclear apoptosis inducing factor 1	chr9	128061233	128068206	-
SLC25A25	solute carrier family 25 member 25	chr9	128068169	128109245	+
PTGES2	prostaglandin E synthase 2	chr9	128120693	128128462	-
LCN2	lipocalin 2	chr9	128149071	128153453	+
BBLN	bublin coiled coil protein	chr9	128160265	128163924	+
CIZ1	CDKN1A interacting zinc finger protein 1	chr9	128161251	128204482	-
DNM1	dynamin 1	chr9	128191655	128255248	+
GOLGA2	golgin A2	chr9	128255829	128276026	-
SWI5	SWI5 homologous recombination repair protein	chr9	128275379	128316123	+
TRUB2	TruB pseudouridine synthase family member 2	chr9	128305159	128322741	-
COQ4	coenzyme Q4	chr9	128322515	128334072	+
SLC27A4	solute carrier family 27 member 4	chr9	128340506	128363283	+
URM1	ubiquitin related modifier 1	chr9	128371349	128392016	+
CERCAM	cerebral endothelial cell adhesion molecule	chr9	128411751	128437351	+
ODF2	outer dense fiber of sperm tails 2	chr9	128455186	128501292	+
GLE1	GLE1 RNA export mediator	chr9	128504655	128543874	+
SPTAN1	spectrin alpha, non-erythrocytic 1	chr9	128552558	128633663	+
DYNC2I2	dynein 2 intermediate chain 2	chr9	128633646	128656847	-
SET	SET nuclear proto-oncogene	chr9	128683424	128696400	+
PKN3	protein kinase N3	chr9	128702499	128720924	+
ZDHHC12	zinc finger DHHC-type palmitoyltransferase 12	chr9	128720864	128724137	-
ZER1	zyg-11 related cell cycle regulator	chr9	128729785	128772414	-
TBC1D13	TBC1 domain family member 13	chr9	128787233	128810432	+
ENDOG	endonuclease G	chr9	128818461	128822676	+
SPOUT1	SPOUT domain containing methyltransferase 1	chr9	128819651	128829815	-
KYAT1	kynurenine aminotransferase 1	chr9	128819663	128881931	-
LRRC8A	leucine rich repeat containing 8 VRAC subunit A	chr9	128882133	128918042	+
PHYHD1	phytanoyl-CoA dioxygenase domain containing 1	chr9	128920966	128942042	+
DOLK	dolichol kinase	chr9	128945530	128947603	-
NUP188	nucleoporin 188	chr9	128947683	129007835	+
SH3GLB2	SH3 domain containing GRB2 like, endophilin B2	chr9	129007036	129028369	-
MIGA2	mitoguardin 2	chr9	129036614	129072087	+
DOLPP1	dolichyldiphosphatase 1	chr9	129081100	129090438	+
CRAT	carnitine O-acetyltransferase	chr9	129094142	129111313	-
PTPA	protein phosphatase 2 phosphatase activator	chr9	129110550	129148946	+
IER5L	immediate early response 5 like	chr9	129175552	129178261	-
NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	chr9	129606704	129636744	+
C9orf50	chromosome 9 open reading frame 50	chr9	129612225	129621101	-
ASB6	ankyrin repeat and SOCS box containing 6	chr9	129634602	129642169	-
PRRX2	paired related homeobox 2	chr9	129665630	129722674	+
PTGES	prostaglandin E synthase	chr9	129738331	129753042	-
TOR1B	torsin family 1 member B	chr9	129803157	129811281	+
TOR1A	torsin family 1 member A	chr9	129812942	129824244	-
C9orf78	chromosome 9 open reading frame 78	chr9	129827194	129835863	-
USP20	ubiquitin specific peptidase 20	chr9	129834698	129881842	+
FNBP1	formin binding protein 1	chr9	129887179	130043238	-
GPR107	G protein-coupled receptor 107	chr9	130053426	130140169	+
NCS1	neuronal calcium sensor 1	chr9	130172347	130237303	+
HMCN2	hemicentin 2	chr9	130265760	130434123	+
ASS1	argininosuccinate synthase 1	chr9	130443282	130502361	+
FUBP3	far upstream element binding protein 3	chr9	130578965	130638354	+
PRDM12	PR/SET domain 12	chr9	130664594	130682986	+
EXOSC2	exosome component 2	chr9	130693721	130707288	+
ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	chr9	130713043	130887675	+
QRFP	pyroglutamylated RFamide peptide	chr9	130892707	130896812	-
FIBCD1	fibrinogen C domain containing 1	chr9	130900194	130941232	-
LAMC3	laminin subunit gamma 3	chr9	131009149	131094473	+
AIF1L	allograft inflammatory factor 1 like	chr9	131096476	131123152	+
NUP214	nucleoporin 214	chr9	131124868	131234667	+
FAM78A	family with sequence similarity 78 member A	chr9	131258076	131277365	-
PLPP7	phospholipid phosphatase 7 (inactive)	chr9	131289459	131359022	+
PRRC2B	proline rich coiled-coil 2B	chr9	131373636	131500197	+
POMT1	protein O-mannosyltransferase 1	chr9	131502789	131523806	+
UCK1	uridine-cytidine kinase 1	chr9	131523786	131531280	-
PRRT1B	proline rich transmembrane protein 1B	chr9	131545520	131560618	+
RAPGEF1	Rap guanine nucleotide exchange factor 1	chr9	131576758	131740117	-
MED27	mediator complex subunit 27	chr9	131852928	132079875	-
NTNG2	netrin G2	chr9	132161020	132244528	+
SETX	senataxin	chr9	132261356	132355048	-
TTF1	transcription termination factor 1	chr9	132375548	132406851	-
CFAP77	cilia and flagella associated protein 77	chr9	132410043	132573319	+
BARHL1	BarH like homeobox 1	chr9	132582606	132590252	+
DDX31	DEAD-box helicase 31	chr9	132592787	132670401	-
GTF3C4	general transcription factor IIIC subunit 4	chr9	132670035	132694953	+
AK8	adenylate kinase 8	chr9	132725573	132878777	-
SPACA9	sperm acrosome associated 9	chr9	132878027	132890201	+
TSC1	TSC complex subunit 1	chr9	132891348	132946874	-
GFI1B	growth factor independent 1B transcriptional repressor	chr9	132944000	132991687	+
GTF3C5	general transcription factor IIIC subunit 5	chr9	133030675	133058503	+
CEL	carboxyl ester lipase	chr9	133061981	133071861	+
RALGDS	ral guanine nucleotide dissociation stimulator	chr9	133097719	133149334	-
GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)	chr9	133152938	133164245	-
OBP2B	odorant binding protein 2B	chr9	133205277	133209250	-
ABO	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	chr9	133233278	133276024	-
SURF6	surfeit 6	chr9	133328776	133336189	-
MED22	mediator complex subunit 22	chr9	133338312	133348134	-
RPL7A	ribosomal protein L7a	chr9	133348194	133351435	+
SURF1	SURF1 cytochrome c oxidase assembly factor	chr9	133351758	133356676	-
SURF2	surfeit 2	chr9	133356545	133362215	+
SURF4	surfeit 4	chr9	133361450	133376166	-
STKLD1	serine/threonine kinase like domain containing 1	chr9	133376366	133406096	+
REXO4	REX4 homolog, 3'-5' exonuclease	chr9	133406059	133418096	-
ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	chr9	133414358	133459402	+
CACFD1	calcium channel flower domain containing 1	chr9	133459965	133470848	+
SLC2A6	solute carrier family 2 member 6	chr9	133471088	133479148	-
MYMK	myomaker, myoblast fusion factor	chr9	133514586	133528612	-
ADAMTSL2	ADAMTS like 2	chr9	133532164	133575522	+
FAM163B	family with sequence similarity 163 member B	chr9	133577076	133609418	-
DBH	dopamine beta-hydroxylase	chr9	133636314	133659329	+
SARDH	sarcosine dehydrogenase	chr9	133663528	133739976	-
VAV2	vav guanine nucleotide exchange factor 2	chr9	133761892	133992854	-
BRD3OS	BRD3 opposite strand	chr9	134025429	134034666	+
BRD3	bromodomain containing 3	chr9	134030305	134068555	-
WDR5	WD repeat domain 5	chr9	134134346	134159971	+
RXRA	retinoid X receptor alpha	chr9	134317098	134440585	+
COL5A1	collagen type V alpha 1 chain	chr9	134641803	134844843	+
FCN2	ficolin 2	chr9	134880714	134890508	+
FCN1	ficolin 1	chr9	134903232	134917954	-
OLFM1	olfactomedin 1	chr9	135075422	135121180	+
PPP1R26	protein phosphatase 1 regulatory subunit 26	chr9	135479073	135488897	+
PIERCE1	piercer of microtubule wall 1	chr9	135495180	135501734	-
MRPS2	mitochondrial ribosomal protein S2	chr9	135499984	135504673	+
LCN1	lipocalin 1	chr9	135521438	135526540	+
OBP2A	odorant binding protein 2A	chr9	135545504	135549969	+
PAEP	progestagen associated endometrial protein	chr9	135561756	135566955	+
GLT6D1	glycosyltransferase 6 domain containing 1	chr9	135623648	135641216	-
LCN9	lipocalin 9	chr9	135663309	135666961	+
SOHLH1	spermatogenesis and oogenesis specific basic helix-loop-helix 1	chr9	135693407	135704498	-
KCNT1	potassium sodium-activated channel subfamily T member 1	chr9	135702185	135795508	+
CAMSAP1	calmodulin regulated spectrin associated protein 1	chr9	135808487	135907546	-
UBAC1	UBA domain containing 1	chr9	135932403	135961387	-
NACC2	NACC family member 2	chr9	136006537	136095289	-
TMEM250	transmembrane protein 250	chr9	136114580	136118946	-
LHX3	LIM homeobox 3	chr9	136196250	136205128	-
QSOX2	quiescin sulfhydryl oxidase 2	chr9	136206333	136245812	-
CCDC187	coiled-coil domain containing 187	chr9	136249973	136306901	-
GPSM1	G protein signaling modulator 1	chr9	136327476	136359605	+
DNLZ	DNL-type zinc finger	chr9	136359480	136363744	-
CARD9	caspase recruitment domain family member 9	chr9	136363956	136373683	-
SNAPC4	small nuclear RNA activating complex polypeptide 4	chr9	136375567	136400176	-
ENTR1	endosome associated trafficking regulator 1	chr9	136401922	136410614	-
PMPCA	peptidase, mitochondrial processing subunit alpha	chr9	136410630	136427992	+
INPP5E	inositol polyphosphate-5-phosphatase E	chr9	136428618	136439882	-
SEC16A	SEC16 homolog A, endoplasmic reticulum export factor	chr9	136440096	136483843	-
NOTCH1	notch receptor 1	chr9	136494433	136546048	-
EGFL7	EGF like domain multiple 7	chr9	136658284	136672679	+
AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	chr9	136673142	136687457	-
DIPK1B	divergent protein kinase domain 1B	chr9	136712468	136724742	+
LCN10	lipocalin 10	chr9	136738167	136743356	-
LCN6	lipocalin 6	chr9	136744017	136748525	-
LCN8	lipocalin 8	chr9	136754386	136758543	-
LCN15	lipocalin 15	chr9	136759634	136766255	-
TMEM141	transmembrane protein 141	chr9	136791303	136793317	+
CCDC183	coiled-coil domain containing 183	chr9	136796338	136807741	+
RABL6	RAB, member RAS oncogene family like 6	chr9	136807927	136841187	+
AJM1	apical junction component 1 homolog	chr9	136842478	136848801	+
PHPT1	phosphohistidine phosphatase 1	chr9	136848724	136851039	+
MAMDC4	MAM domain containing 4	chr9	136850943	136860802	+
EDF1	endothelial differentiation related factor 1	chr9	136862115	136866312	-
TRAF2	TNF receptor associated factor 2	chr9	136881903	136929221	+
FBXW5	F-box and WD repeat domain containing 5	chr9	136940435	136944762	-
C8G	complement C8 gamma chain	chr9	136944870	136946980	+
LCN12	lipocalin 12	chr9	136949551	136955497	+
PTGDS	prostaglandin D2 synthase	chr9	136975053	136981750	+
LCNL1	lipocalin like 1	chr9	136981904	136986410	+
PAXX	PAXX non-homologous end joining factor	chr9	136992403	136994074	+
CLIC3	chloride intracellular channel 3	chr9	136994608	136996568	-
ABCA2	ATP binding cassette subfamily A member 2	chr9	137007234	137028915	-
FUT7	fucosyltransferase 7	chr9	137030174	137032825	-
NPDC1	neural proliferation, differentiation and control 1	chr9	137039459	137046695	-
ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2	chr9	137048107	137054061	-
SAPCD2	suppressor APC domain containing 2	chr9	137062127	137070593	-
UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1	chr9	137077483	137084542	+
MAN1B1	mannosidase alpha class 1B member 1	chr9	137086857	137109189	+
DPP7	dipeptidyl peptidase 7	chr9	137110540	137118309	-
GRIN1	glutamate ionotropic receptor NMDA type subunit 1	chr9	137138346	137168756	+
LRRC26	leucine rich repeat containing 26	chr9	137168758	137170051	-
TMEM210	transmembrane protein 210	chr9	137170858	137172056	-
ANAPC2	anaphase promoting complex subunit 2	chr9	137174784	137189028	-
SSNA1	SS nuclear autoantigen 1	chr9	137188657	137190370	+
TPRN	taperin	chr9	137191617	137204193	-
TMEM203	transmembrane protein 203	chr9	137204082	137205648	-
NDOR1	NADPH dependent diflavin oxidoreductase 1	chr9	137205667	137219361	+
RNF208	ring finger protein 208	chr9	137220246	137222290	-
CYSRT1	cysteine rich tail 1	chr9	137225174	137226315	+
RNF224	ring finger protein 224	chr9	137226908	137229640	+
SLC34A3	solute carrier family 34 member 3	chr9	137230757	137236555	+
TUBB4B	tubulin beta 4B class IVb	chr9	137241287	137243707	+
CIMIP2A	ciliary microtubule inner protein 2A	chr9	137243584	137247770	-
STPG3	sperm-tail PG-rich repeat containing 3	chr9	137250608	137253483	+
NELFB	negative elongation factor complex member B	chr9	137255327	137273542	+
TOR4A	torsin family 4 member A	chr9	137274854	137282641	+
NRARP	NOTCH regulated ankyrin repeat protein	chr9	137299631	137302271	-
EXD3	exonuclease 3'-5' domain containing 3	chr9	137306894	137423260	-
NOXA1	NADPH oxidase activator 1	chr9	137423350	137434451	+
ENTPD8	ectonucleoside triphosphate diphosphohydrolase 8	chr9	137434362	137441881	-
NSMF	NMDA receptor synaptonuclear signaling and neuronal migration factor	chr9	137447570	137459576	-
PNPLA7	patatin like domain 7, lysophospholipase	chr9	137459952	137550431	-
MRPL41	mitochondrial ribosomal protein L41	chr9	137551879	137552555	+
DPH7	diphthamide biosynthesis 7	chr9	137554444	137578925	-
ZMYND19	zinc finger MYND-type containing 19	chr9	137582081	137590512	-
ARRDC1	arrestin domain containing 1	chr9	137605619	137616227	+
EHMT1	euchromatic histone lysine methyltransferase 1	chr9	137618977	137870016	+
CACNA1B	calcium voltage-gated channel subunit alpha1 B	chr9	137877782	138124624	+
TUBB8	tubulin beta 8 class VIII	chr10	46888	74163	-
ZMYND11	zinc finger MYND-type containing 11	chr10	130088	254638	+
DIP2C	disco interacting protein 2 homolog C	chr10	274201	689937	-
LARP4B	La ribonucleoprotein 4B	chr10	806915	931821	-
GTPBP4	GTP binding protein 4	chr10	988418	1019932	+
IDI2	isopentenyl-diphosphate delta isomerase 2	chr10	1018910	1025859	-
IDI1	isopentenyl-diphosphate delta isomerase 1	chr10	1039152	1049119	-
WDR37	WD repeat domain 37	chr10	1049265	1160991	+
ADARB2	adenosine deaminase RNA specific B2 (inactive)	chr10	1177313	1737525	-
PFKP	phosphofructokinase, platelet	chr10	3066333	3137723	+
PITRM1	pitrilysin metallopeptidase 1	chr10	3137728	3172841	-
KLF6	KLF transcription factor 6	chr10	3775996	3785281	-
AKR1E2	aldo-keto reductase family 1 member E2	chr10	4786629	4848062	+
AKR1C1	aldo-keto reductase family 1 member C1	chr10	4963253	4983283	+
AKR1C2	aldo-keto reductase family 1 member C2	chr10	4987775	5018031	-
AKR1C3	aldo-keto reductase family 1 member C3	chr10	5035354	5107686	+
AKR1C8	aldo-keto reductase family 1 member C8	chr10	5153920	5185187	-
AKR1C4	aldo-keto reductase family 1 member C4	chr10	5195462	5220608	+
UCN3	urocortin 3	chr10	5364966	5374692	+
TUBAL3	tubulin alpha like 3	chr10	5393101	5404828	-
NET1	neuroepithelial cell transforming 1	chr10	5412557	5459056	+
CALML5	calmodulin like 5	chr10	5498697	5499570	-
CALML3	calmodulin like 3	chr10	5524961	5526771	+
ASB13	ankyrin repeat and SOCS box containing 13	chr10	5638857	5666615	-
TASOR2	transcription activation suppressor family member 2	chr10	5684731	5763779	+
GDI2	GDP dissociation inhibitor 2	chr10	5765221	5842132	-
ANKRD16	ankyrin repeat domain 16	chr10	5861616	5889906	-
FBH1	F-box DNA helicase 1	chr10	5890203	5937594	+
IL15RA	interleukin 15 receptor subunit alpha	chr10	5943639	5978187	-
IL2RA	interleukin 2 receptor subunit alpha	chr10	6010689	6062370	-
RBM17	RNA binding motif protein 17	chr10	6086898	6117457	+
PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	chr10	6144928	6254644	+
PRKCQ	protein kinase C theta	chr10	6427136	6580855	-
SFMBT2	Scm like with four mbt domains 2	chr10	7158624	7411488	-
ITIH5	inter-alpha-trypsin inhibitor heavy chain 5	chr10	7559270	7667021	-
ITIH2	inter-alpha-trypsin inhibitor heavy chain 2	chr10	7699386	7758675	+
KIN	Kin17 DNA and RNA binding protein	chr10	7750962	7787994	-
